year,Benchmark,CI-GMBCTS,CI-GMBE,NE-GMBCTS
25/10/2022,-0.152493305,-0.144,-0.199,-0.158
26/10/2022,-0.148037271,-0.140,-0.196,-0.153
27/10/2022,-0.141138211,-0.133,-0.189,-0.146
28/10/2022,-0.144700347,-0.137,-0.189,-0.150
31/10/2022,-0.141296945,-0.133,-0.185,-0.147
01/11/2022,-0.13492055,-0.127,-0.177,-0.140
02/11/2022,-0.133997345,-0.126,-0.175,-0.139
03/11/2022,-0.135592497,-0.127,-0.176,-0.141
04/11/2022,-0.135760294,-0.128,-0.174,-0.140
07/11/2022,-0.138307903,-0.130,-0.175,-0.143
08/11/2022,-0.134424131,-0.126,-0.172,-0.139
09/11/2022,-0.139129818,-0.131,-0.177,-0.144
10/11/2022,-0.135073107,-0.127,-0.178,-0.140
11/11/2022,-0.124038379,-0.116,-0.168,-0.129
14/11/2022,-0.131668218,-0.124,-0.176,-0.136
15/11/2022,-0.126646445,-0.119,-0.175,-0.131
16/11/2022,-0.131984032,-0.125,-0.180,-0.136
17/11/2022,-0.13437918,-0.127,-0.182,-0.138
18/11/2022,-0.133395633,-0.126,-0.180,-0.137
21/11/2022,-0.130547372,-0.123,-0.178,-0.135
22/11/2022,-0.133509457,-0.127,-0.181,-0.137
23/11/2022,-0.131293865,-0.124,-0.176,-0.135
24/11/2022,-0.130336791,-0.123,-0.176,-0.134
25/11/2022,-0.133756301,-0.127,-0.180,-0.137
28/11/2022,-0.135152758,-0.128,-0.182,-0.139
29/11/2022,-0.1290601,-0.122,-0.176,-0.133
30/11/2022,-0.121280675,-0.114,-0.171,-0.125
01/12/2022,-0.116859865,-0.110,-0.171,-0.120
02/12/2022,-0.121019569,-0.115,-0.177,-0.124
06/12/2022,-0.124035374,-0.117,-0.181,-0.127
07/12/2022,-0.124831529,-0.118,-0.183,-0.128
08/12/2022,-0.12341171,-0.117,-0.185,-0.127
09/12/2022,-0.123004346,-0.117,-0.185,-0.126
13/12/2022,-0.120547992,-0.114,-0.182,-0.124
14/12/2022,-0.115368298,-0.109,-0.179,-0.119
15/12/2022,-0.123279432,-0.117,-0.185,-0.127
16/12/2022,-0.12181017,-0.116,-0.184,-0.125
19/12/2022,-0.120444897,-0.114,-0.185,-0.124
20/12/2022,-0.127493846,-0.122,-0.190,-0.131
21/12/2022,-0.124655762,-0.119,-0.191,-0.129
22/12/2022,-0.122766739,-0.117,-0.188,-0.127
23/12/2022,-0.122254069,-0.116,-0.188,-0.126
26/12/2022,-0.119312512,-0.113,-0.182,-0.123
27/12/2022,-0.108819026,-0.103,-0.172,-0.113
28/12/2022,-0.104720672,-0.099,-0.168,-0.109
29/12/2022,-0.098512992,-0.092,-0.162,-0.103
30/12/2022,-0.10313188,-0.097,-0.165,-0.107
03/01/2023,-0.099922443,-0.094,-0.157,-0.104
04/01/2023,-0.101609141,-0.096,-0.162,-0.106
05/01/2023,-0.10164071,-0.096,-0.168,-0.106
06/01/2023,-0.09639386,-0.090,-0.165,-0.101
09/01/2023,-0.084138234,-0.078,-0.154,-0.089
10/01/2023,-0.086236234,-0.080,-0.153,-0.091
11/01/2023,-0.093039461,-0.086,-0.157,-0.098
12/01/2023,-0.091417066,-0.085,-0.153,-0.096
13/01/2023,-0.090296107,-0.084,-0.157,-0.095
16/01/2023,-0.092529245,-0.086,-0.157,-0.097
17/01/2023,-0.09394055,-0.087,-0.158,-0.099
18/01/2023,-0.0968765,-0.090,-0.156,-0.101
19/01/2023,-0.093521049,-0.087,-0.154,-0.098
20/01/2023,-0.103088524,-0.097,-0.161,-0.107
23/01/2023,-0.101382825,-0.095,-0.157,-0.106
24/01/2023,-0.099910732,-0.094,-0.158,-0.104
25/01/2023,-0.101431888,-0.096,-0.159,-0.106
26/01/2023,-0.107979805,-0.102,-0.164,-0.112
27/01/2023,-0.100788172,-0.095,-0.161,-0.105
30/01/2023,-0.104021161,-0.099,-0.160,-0.108
31/01/2023,-0.113966735,-0.108,-0.169,-0.118
01/02/2023,-0.102494856,-0.097,-0.162,-0.106
02/02/2023,-0.102052791,-0.096,-0.164,-0.106
03/02/2023,-0.09941996,-0.093,-0.161,-0.104
06/02/2023,-0.104171882,-0.098,-0.165,-0.108
07/02/2023,-0.107976955,-0.102,-0.166,-0.112
08/02/2023,-0.110288768,-0.105,-0.168,-0.114
09/02/2023,-0.107693702,-0.102,-0.168,-0.112
10/02/2023,-0.104647978,-0.099,-0.169,-0.109
13/02/2023,-0.103096038,-0.097,-0.170,-0.108
14/02/2023,-0.108059253,-0.103,-0.175,-0.112
15/02/2023,-0.116827898,-0.112,-0.174,-0.121
16/02/2023,-0.115080975,-0.110,-0.168,-0.119
17/02/2023,-0.119237413,-0.114,-0.170,-0.123
20/02/2023,-0.11434489,-0.109,-0.171,-0.118
21/02/2023,-0.10596984,-0.101,-0.164,-0.110
22/02/2023,-0.109454713,-0.104,-0.170,-0.114
23/02/2023,-0.116608634,-0.111,-0.174,-0.121
24/02/2023,-0.12899663,-0.123,-0.185,-0.134
27/02/2023,-0.130546658,-0.125,-0.188,-0.135
28/02/2023,-0.135611397,-0.130,-0.192,-0.140
01/03/2023,-0.142782574,-0.137,-0.193,-0.147
02/03/2023,-0.146216287,-0.141,-0.192,-0.151
03/03/2023,-0.147416101,-0.142,-0.196,-0.152
07/03/2023,-0.142640308,-0.137,-0.191,-0.147
08/03/2023,-0.144004356,-0.139,-0.194,-0.149
09/03/2023,-0.141054833,-0.136,-0.195,-0.146
10/03/2023,-0.148952695,-0.144,-0.203,-0.154
13/03/2023,-0.163572204,-0.159,-0.214,-0.167
14/03/2023,-0.189375692,-0.185,-0.239,-0.193
15/03/2023,-0.171303918,-0.167,-0.217,-0.175
16/03/2023,-0.175085526,-0.170,-0.224,-0.180
17/03/2023,-0.166526457,-0.162,-0.216,-0.171
20/03/2023,-0.170000713,-0.165,-0.221,-0.174
21/03/2023,-0.158792553,-0.154,-0.210,-0.163
22/03/2023,-0.155767514,-0.151,-0.203,-0.160
23/03/2023,-0.147209399,-0.142,-0.198,-0.152
24/03/2023,-0.149937131,-0.145,-0.201,-0.154
27/03/2023,-0.14961025,-0.145,-0.200,-0.154
28/03/2023,-0.140662223,-0.136,-0.194,-0.145
29/03/2023,-0.142138248,-0.137,-0.192,-0.146
30/03/2023,-0.151392834,-0.146,-0.195,-0.155
31/03/2023,-0.151949648,-0.147,-0.193,-0.156
03/04/2023,-0.146250579,-0.141,-0.195,-0.150
04/04/2023,-0.150675952,-0.146,-0.199,-0.155
05/04/2023,-0.163697078,-0.159,-0.211,-0.168
07/04/2023,-0.160436166,-0.155,-0.209,-0.165
10/04/2023,-0.153027472,-0.148,-0.200,-0.157
11/04/2023,-0.147684457,-0.143,-0.198,-0.152
12/04/2023,-0.150243765,-0.145,-0.200,-0.155
17/04/2023,-0.142948691,-0.138,-0.195,-0.147
18/04/2023,-0.147256985,-0.142,-0.198,-0.152
19/04/2023,-0.158165998,-0.153,-0.203,-0.163
20/04/2023,-0.162643545,-0.158,-0.212,-0.167
21/04/2023,-0.163968655,-0.160,-0.215,-0.168
24/04/2023,-0.167402143,-0.163,-0.213,-0.172
25/04/2023,-0.179458432,-0.176,-0.219,-0.183
26/04/2023,-0.178158832,-0.174,-0.219,-0.182
27/04/2023,-0.178543936,-0.174,-0.226,-0.183
28/04/2023,-0.176145787,-0.172,-0.227,-0.180
02/05/2023,-0.178262029,-0.174,-0.223,-0.182
03/05/2023,-0.173096506,-0.169,-0.224,-0.177
08/05/2023,-0.157095656,-0.153,-0.208,-0.161
09/05/2023,-0.151935033,-0.147,-0.205,-0.156
10/05/2023,-0.149485816,-0.145,-0.204,-0.154
11/05/2023,-0.150506995,-0.146,-0.204,-0.155
12/05/2023,-0.150375535,-0.146,-0.205,-0.155
15/05/2023,-0.16829154,-0.164,-0.212,-0.172
16/05/2023,-0.170635278,-0.166,-0.214,-0.175
17/05/2023,-0.182253064,-0.178,-0.225,-0.187
18/05/2023,-0.182689734,-0.178,-0.222,-0.187
19/05/2023,-0.186575244,-0.182,-0.228,-0.191
22/05/2023,-0.183820943,-0.180,-0.221,-0.188
23/05/2023,-0.174285564,-0.170,-0.219,-0.178
24/05/2023,-0.17386435,-0.170,-0.217,-0.178
25/05/2023,-0.176012419,-0.172,-0.218,-0.180
26/05/2023,-0.177290012,-0.173,-0.222,-0.181
29/05/2023,-0.174302895,-0.170,-0.218,-0.178
30/05/2023,-0.178381034,-0.174,-0.222,-0.182
31/05/2023,-0.178936344,-0.174,-0.226,-0.184
01/06/2023,-0.183867218,-0.180,-0.229,-0.188
02/06/2023,-0.180390242,-0.176,-0.222,-0.185
06/06/2023,-0.18969103,-0.186,-0.222,-0.195
07/06/2023,-0.188634816,-0.184,-0.220,-0.193
08/06/2023,-0.172792573,-0.169,-0.204,-0.177
09/06/2023,-0.171564104,-0.167,-0.207,-0.177
12/06/2023,-0.174991546,-0.171,-0.208,-0.180
13/06/2023,-0.168769427,-0.165,-0.202,-0.174
14/06/2023,-0.171229703,-0.167,-0.203,-0.176
15/06/2023,-0.180851487,-0.177,-0.202,-0.186
16/06/2023,-0.179147815,-0.175,-0.201,-0.184
19/06/2023,-0.185254774,-0.181,-0.202,-0.190
20/06/2023,-0.182691011,-0.179,-0.210,-0.187
21/06/2023,-0.192093821,-0.188,-0.217,-0.197
22/06/2023,-0.203299389,-0.200,-0.222,-0.208
23/06/2023,-0.207060842,-0.204,-0.226,-0.211
26/06/2023,-0.214551595,-0.212,-0.230,-0.218
27/06/2023,-0.217420703,-0.214,-0.235,-0.222
28/06/2023,-0.221371477,-0.218,-0.239,-0.226
29/06/2023,-0.214258662,-0.211,-0.233,-0.218
30/06/2023,-0.198942644,-0.196,-0.222,-0.203
03/07/2023,-0.196988088,-0.194,-0.218,-0.201
04/07/2023,-0.189991776,-0.187,-0.213,-0.194
05/07/2023,-0.195646408,-0.193,-0.213,-0.200
06/07/2023,-0.205569149,-0.203,-0.222,-0.210
07/07/2023,-0.208520183,-0.206,-0.222,-0.213
10/07/2023,-0.205517296,-0.203,-0.217,-0.209
11/07/2023,-0.204794566,-0.202,-0.217,-0.209
12/07/2023,-0.213260031,-0.211,-0.219,-0.217
13/07/2023,-0.211139067,-0.209,-0.220,-0.215
14/07/2023,-0.198998114,-0.197,-0.207,-0.203
17/07/2023,-0.190594539,-0.188,-0.205,-0.195
18/07/2023,-0.188749506,-0.186,-0.201,-0.193
19/07/2023,-0.185803182,-0.183,-0.201,-0.190
20/07/2023,-0.192560387,-0.190,-0.210,-0.196
21/07/2023,-0.189274851,-0.187,-0.205,-0.193
24/07/2023,-0.194995451,-0.193,-0.210,-0.198
25/07/2023,-0.194404834,-0.192,-0.209,-0.197
26/07/2023,-0.196026337,-0.194,-0.210,-0.199
27/07/2023,-0.182506114,-0.180,-0.203,-0.186
31/07/2023,-0.177791619,-0.175,-0.196,-0.181
02/08/2023,-0.183087458,-0.181,-0.197,-0.186
03/08/2023,-0.195575942,-0.193,-0.209,-0.199
04/08/2023,-0.195145418,-0.193,-0.209,-0.198
07/08/2023,-0.19330243,-0.191,-0.208,-0.196
08/08/2023,-0.20370088,-0.202,-0.215,-0.207
09/08/2023,-0.191103679,-0.189,-0.210,-0.194
10/08/2023,-0.189495962,-0.187,-0.208,-0.192
11/08/2023,-0.185416892,-0.183,-0.204,-0.188
15/08/2023,-0.19268669,-0.191,-0.212,-0.195
16/08/2023,-0.193413367,-0.192,-0.214,-0.196
17/08/2023,-0.189302213,-0.187,-0.209,-0.192
18/08/2023,-0.190777922,-0.189,-0.213,-0.193
21/08/2023,-0.184772269,-0.182,-0.210,-0.187
22/08/2023,-0.173936658,-0.171,-0.201,-0.177
23/08/2023,-0.170229545,-0.168,-0.198,-0.173
24/08/2023,-0.171237636,-0.169,-0.196,-0.174
25/08/2023,-0.166737005,-0.164,-0.195,-0.170
28/08/2023,-0.16436605,-0.162,-0.193,-0.167
29/08/2023,-0.164259866,-0.162,-0.190,-0.167
30/08/2023,-0.158341553,-0.156,-0.188,-0.162
31/08/2023,-0.164704786,-0.162,-0.196,-0.168
01/09/2023,-0.167492635,-0.165,-0.196,-0.171
04/09/2023,-0.177579223,-0.175,-0.202,-0.181
05/09/2023,-0.176345416,-0.174,-0.202,-0.180
06/09/2023,-0.178032029,-0.175,-0.200,-0.181
07/09/2023,-0.176483481,-0.174,-0.199,-0.180
08/09/2023,-0.178415793,-0.176,-0.204,-0.182
11/09/2023,-0.181683936,-0.179,-0.208,-0.185
12/09/2023,-0.180358519,-0.177,-0.205,-0.184
13/09/2023,-0.18543164,-0.183,-0.206,-0.189
14/09/2023,-0.17920741,-0.176,-0.202,-0.183
15/09/2023,-0.180769176,-0.178,-0.203,-0.184
18/09/2023,-0.186690029,-0.184,-0.211,-0.190
19/09/2023,-0.188321874,-0.186,-0.215,-0.192
20/09/2023,-0.197893457,-0.195,-0.226,-0.201
21/09/2023,-0.192715709,-0.190,-0.222,-0.196
22/09/2023,-0.186041496,-0.183,-0.215,-0.190
25/09/2023,-0.195008715,-0.192,-0.222,-0.199
26/09/2023,-0.202835946,-0.200,-0.226,-0.207
27/09/2023,-0.201766142,-0.199,-0.225,-0.206
28/09/2023,-0.208825186,-0.207,-0.233,-0.213
29/09/2023,-0.202350565,-0.200,-0.241,-0.206
02/10/2023,-0.206059449,-0.204,-0.240,-0.210
03/10/2023,-0.216837412,-0.215,-0.252,-0.221
04/10/2023,-0.212919727,-0.211,-0.253,-0.217
05/10/2023,-0.213199906,-0.211,-0.252,-0.217
06/10/2023,-0.219083608,-0.217,-0.259,-0.223
09/10/2023,-0.225363443,-0.223,-0.260,-0.229
10/10/2023,-0.222487314,-0.221,-0.258,-0.226
11/10/2023,-0.213154122,-0.211,-0.247,-0.216
12/10/2023,-0.214894691,-0.213,-0.249,-0.218
16/10/2023,-0.229902882,-0.228,-0.262,-0.233
17/10/2023,-0.224411571,-0.223,-0.256,-0.228
18/10/2023,-0.222005409,-0.221,-0.250,-0.225
19/10/2023,-0.229649885,-0.228,-0.259,-0.233
20/10/2023,-0.243696798,-0.242,-0.270,-0.247
24/10/2023,-0.248589656,-0.247,-0.276,-0.251
25/10/2023,-0.245005248,-0.244,-0.268,-0.248
26/10/2023,-0.259754079,-0.258,-0.284,-0.263
27/10/2023,-0.253698623,-0.252,-0.273,-0.257
30/10/2023,-0.250083174,-0.249,-0.267,-0.253
31/10/2023,-0.256394389,-0.255,-0.274,-0.260
01/11/2023,-0.259654774,-0.258,-0.277,-0.263
02/11/2023,-0.245972162,-0.244,-0.265,-0.249
03/11/2023,-0.23649571,-0.235,-0.257,-0.240
06/11/2023,-0.237310637,-0.236,-0.258,-0.240
07/11/2023,-0.243657425,-0.242,-0.262,-0.247
08/11/2023,-0.239675272,-0.238,-0.261,-0.243
09/11/2023,-0.245690643,-0.244,-0.264,-0.249
10/11/2023,-0.251393906,-0.250,-0.272,-0.254
13/11/2023,-0.257015465,-0.256,-0.271,-0.259
14/11/2023,-0.256748705,-0.256,-0.270,-0.259
15/11/2023,-0.24048785,-0.239,-0.254,-0.242
16/11/2023,-0.243451441,-0.242,-0.256,-0.245
17/11/2023,-0.243265674,-0.242,-0.258,-0.245
20/11/2023,-0.238721943,-0.237,-0.256,-0.240
21/11/2023,-0.237313816,-0.236,-0.254,-0.239
22/11/2023,-0.240054858,-0.239,-0.259,-0.242
23/11/2023,-0.24080667,-0.239,-0.266,-0.243
24/11/2023,-0.245817434,-0.244,-0.268,-0.248
27/11/2023,-0.248191011,-0.247,-0.271,-0.250
28/11/2023,-0.242428502,-0.241,-0.268,-0.244
29/11/2023,-0.248404444,-0.247,-0.277,-0.251
30/11/2023,-0.255262846,-0.254,-0.280,-0.257
01/12/2023,-0.252104872,-0.251,-0.280,-0.254
04/12/2023,-0.250129771,-0.249,-0.277,-0.252
06/12/2023,-0.244547818,-0.243,-0.274,-0.247
07/12/2023,-0.248580731,-0.247,-0.279,-0.251
08/12/2023,-0.250744613,-0.249,-0.278,-0.253
12/12/2023,-0.256634325,-0.255,-0.280,-0.258
13/12/2023,-0.267407227,-0.266,-0.288,-0.269
14/12/2023,-0.25614117,-0.255,-0.277,-0.258
15/12/2023,-0.246955024,-0.246,-0.270,-0.248
18/12/2023,-0.247222408,-0.246,-0.267,-0.249
19/12/2023,-0.24836824,-0.247,-0.266,-0.250
20/12/2023,-0.244016232,-0.243,-0.264,-0.246
21/12/2023,-0.242157088,-0.241,-0.264,-0.244
22/12/2023,-0.244984409,-0.244,-0.262,-0.247
25/12/2023,-0.245658656,-0.244,-0.260,-0.247
26/12/2023,-0.244237326,-0.243,-0.257,-0.246
27/12/2023,-0.244599468,-0.243,-0.258,-0.246
28/12/2023,-0.238038159,-0.237,-0.256,-0.240
