year,benchmark,CI-GMBCTS,CI-GMBE,NE-GMBCTS
2020,5724576.00,5319455.00,5412049.00,4957856.00
2021,6019068.00,4504747.00,5816127.00,4329931.00
2022,5723520.00,433735.00,6221760.00,421002.00
2023,5561550.00,1223356.00,7164297.00,1144883.00
