year,benchmark,CI-GMBCTS,CI-GMBE,NE-GMBCTS
2020,2.97,2.34,2.52,2.48
2021,2.89,2.19,2.34,2.32
2022,2.85,2.50,2.75,2.60
2023,2.95,2.76,2.82,2.78
